rho_b_kg_m3,debit_suspension_m3_j,trh_j,marge_volume_m3
980,0.02040816326530612,25.15586586412913,0.0031809360026352484
1000,0.02,25.669250881764416,0.013385017635288321
1050,0.01904761904761905,26.952713425852636,0.0371945414448121
