hb_W_m2K,temps_h,temperature_non_regulee_C
10,56.75,34.85659482372613
10,57.0,34.88708319525721
10,57.25,34.91738836204473
10,57.5,34.947511424966706
10,57.75,34.97745347828598
10,58.0,35.00721560968996
10,58.25,35.03679890033013
10,58.5,35.066204424861354
10,58.75,35.09543325148086
10,59.0,35.12448644196709
10,59.25,35.153365051718275
10,59.5,35.1820701297907
10,59.75,35.21060271893693
10,60.0,35.23896385564358
20,0.0,20.0
20,0.25,20.19367075083811
20,0.5,20.385605523142722
20,0.75,20.575819877453853
20,1.0,20.76432923483376
20,1.25,20.95114887811714
20,1.5,21.136293953150172
20,1.75,21.31977947001838
20,2.0,21.501620304263568
20,2.25,21.681831198089785
20,2.5,21.86042676155852
20,2.75,22.03742147377317
20,3.0,22.21282968405287
20,3.25,22.386665613095843
20,3.5,22.5589433541323
20,3.75,22.729676874066993
20,4.0,22.89888001461155
20,4.25,23.06656649340664
20,4.5,23.23274990513411
20,4.75,23.397443722619116
20,5.0,23.560661297922394
20,5.25,23.722415863422746
20,5.5,23.882720532889813
20,5.75,24.04158830254723
20,6.0,24.199032052126253
20,6.25,24.355064545909965
20,6.5,24.509698433768083
20,6.75,24.66294625218251
20,7.0,24.814820425263704
20,7.25,24.965333265757913
20,7.5,25.1144969760454
20,7.75,25.262323649129723
20,8.0,25.408825269618116
20,8.25,25.554013714693138
20,8.5,25.697900755075544
20,8.75,25.840498055978596
20,9.0,25.98181717805376
20,9.25,26.12186957832796
20,9.5,26.26066661113243
20,9.75,26.398219529023216
20,10.0,26.534539483693457
20,10.25,26.669637526877473
20,10.5,26.80352461124675
20,10.75,26.936211591297884
20,11.0,27.06770922423261
20,11.25,27.198028170829858
20,11.5,27.3271789963101
20,11.75,27.45517217119185
20,12.0,27.582018072140563
20,12.25,27.707726982809866
20,12.5,27.832309094675285
20,12.75,27.955774507860493
20,13.0,28.078133231956144
